1809,40.7885,-73.9696
112324,40.7322,-73.9876
81015,40.7163,-74.009
121212,40.7267,-73.9885
112814,40.7297,-73.9999
81019,40.78,-73.9521
81380,40.7604,-73.9617
113980,40.7073,-74.0046
113982,40.8198,-73.9578
113984,40.7148,-73.9585
113985,40.7376,-73.9738
97796,40.7255,-73.9798
49429,40.7258,-73.9798
49425,40.7267,-73.9773
49427,40.7247,-73.9935
94615,40.7075,-74.0073
94614,40.7708,-73.9516
94617,40.7842,-73.9783
116005,40.7548,-73.9944
116002,40.7413,-73.9779
68038,40.7348,-73.9865
68039,40.7413,-73.9809
68036,40.7277,-73.9807
68037,40.7466,-73.9779
68035,40.7441,-73.9964
68032,40.7498,-73.9961
68033,40.8032,-73.9569
68030,40.7612,-73.9978
116009,40.7074,-74.0081
46331,40.7067,-74.0072
99096,40.7402,-74.0001
46330,40.6838,-73.9666
102982,40.7959,-73.9742
90729,40.7447,-73.9741
108052,40.7331,-73.9899
108053,40.7412,-73.9772
108050,40.7635,-73.9848
108057,40.7998,-73.9409
113614,40.7199,-73.9968
3332,40.7981,-73.9685
58318,40.7874,-73.9758
104928,40.7304,-74.0051
112586,40.8463,-73.9363
3338,40.7189,-73.9495
112583,40.7491,-73.9797
104923,40.7645,-73.984
58312,40.7742,-73.9475
115678,40.7297,-74.004
102188,40.7535,-73.9648
102189,40.8493,-73.9361
115672,40.7752,-73.9622
102185,40.7219,-73.9919
115674,40.7637,-73.9847
115676,40.7388,-73.9286
102181,40.7299,-73.9819
59838,40.7234,-73.9945
114981,40.7231,-73.9938
78740,40.7399,-73.9864
78742,40.7286,-73.8487
78747,40.7292,-73.986
114986,40.7854,-73.977
79295,40.7943,-73.9339
79296,40.6927,-73.986
79297,40.8015,-73.9668
79291,40.7761,-73.9828
106401,40.7487,-73.9755
106409,40.7606,-73.9963
106408,40.7462,-73.8839
111803,40.7494,-73.9897
90167,40.8249,-73.9443
111801,40.7067,-74.0101
111800,40.7396,-73.9816
115585,40.7447,-73.9741
86270,40.7692,-73.9525
111809,40.7605,-73.9678
90164,40.7787,-73.9751
90163,40.8177,-73.9409
100969,40.7105,-73.9532
102650,40.7983,-73.9631
66131,40.7928,-73.9461
66130,40.7232,-73.9839
66135,40.7178,-73.9984
66137,40.7449,-73.9777
55226,40.774,-73.9501
25974,40.7698,-73.9512
25975,40.7229,-73.9841
25976,40.7471,-73.9846
43670,40.8439,-73.9413
31171,40.7448,-74.0052
31170,40.7667,-73.9559
31173,40.645,-73.9794
31172,40.739,-73.9791
31175,40.7438,-73.978
102658,40.7555,-73.8243
29625,40.7817,-73.9824
29626,40.7564,-73.9969
29620,40.7436,-73.9727
73846,40.7444,-73.9806
73845,40.8006,-73.9377
60282,40.6825,-73.9287
3809,40.7835,-73.9837
23488,40.7743,-73.9789
23489,40.7223,-73.9816
3807,40.7223,-73.9839
23482,40.7777,-73.9883
3800,40.6834,-73.9077
3802,40.773,-73.9558
114516,40.7279,-74.0037
34611,40.7953,-73.9322
81080,40.7522,-74.0042
34614,40.8269,-73.9216
72462,40.6983,-73.9929
72460,40.7745,-73.9897
81081,40.789,-73.9478
109093,40.7553,-73.9955
72465,40.7427,-73.9781
92616,40.7953,-73.9667
73593,40.772,-73.9545
92614,40.786,-73.9703
92613,40.7823,-73.9459
92612,40.7612,-73.9978
73597,40.7654,-73.9773
104044,40.7478,-74.0008
73599,40.6865,-73.9525
100129,40.7267,-73.8569
24595,40.7197,-73.9883
24596,40.7609,-73.986
24591,40.7491,-73.9789
24590,40.7745,-73.9502
104041,40.6734,-73.9608
114511,40.7694,-73.9887
24599,40.7215,-73.9564
50041,40.7719,-73.9544
96775,40.708,-74.0149
55278,40.7537,-73.966
32611,40.7299,-74.0071
32610,40.7613,-73.9993
55276,40.7793,-73.9515
55277,40.7486,-73.9805
32615,40.7062,-74.009
22282,40.7334,-74.0053
22281,40.7445,-73.9746
22287,40.7814,-73.9507
22285,40.7721,-73.9538
22288,40.765,-73.9882
94515,40.7728,-73.9502
63958,40.7634,-73.9638
24623,40.7487,-73.9425
24622,40.708,-74.0149
14498,40.7843,-73.9784
24625,40.7909,-73.9773
93206,40.7074,-74.0122
24628,40.7835,-73.9512
93205,40.8841,-73.8976
48580,40.7438,-73.9743
93202,40.7183,-73.9853
22759,40.7261,-73.987
22758,40.7198,-73.9408
73336,40.8171,-73.9528
73331,40.7518,-73.9944
38968,40.7465,-73.9771
28446,40.7481,-73.9748
38964,40.7116,-73.8259
38967,40.7166,-74.0049
93200,40.7444,-73.9754
38961,40.7716,-73.9506
38960,40.6091,-73.9844
22757,40.7244,-73.9838
22756,40.737,-73.9555
116152,40.7514,-73.9862
31827,40.7727,-73.9592
77652,40.7088,-74.0059
18336,40.6697,-73.9548
86892,40.7182,-74.0148
31828,40.7476,-73.976
77656,40.7469,-73.9802
86895,40.7462,-73.9952
77654,40.7548,-73.9944
115549,40.7297,-73.9832
93565,40.7829,-73.9771
93562,40.715,-74.0115
93563,40.7288,-74.0031
93560,40.7721,-73.927
93561,40.7974,-73.9708
33916,40.7605,-73.9678
94510,40.8666,-73.9217
75653,40.7697,-73.9569
98552,40.7219,-73.9919
98553,40.708,-74.0149
79769,40.7372,-73.9981
98559,40.786,-73.9435
4506,40.7481,-73.9564
4500,40.7315,-73.9865
94511,40.7937,-73.9761
70028,40.7554,-73.9951
70029,40.7739,-73.9528
70022,40.8696,-73.9174
70023,40.7349,-73.9863
52668,40.7462,-73.9551
70027,40.7862,-73.9423
52669,40.7486,-73.9903
85278,40.761,-73.999
94427,40.7797,-73.9446
85275,40.7171,-74.0076
85274,40.708,-74.0149
79762,40.7809,-73.9515
85272,40.7563,-73.9823
76494,40.7782,-73.9482
122729,40.7328,-73.9867
91414,40.7753,-73.954
122726,40.7375,-73.9739
94689,40.7533,-73.9674
122721,40.8366,-73.9272
91417,40.7491,-73.9789
52660,40.7568,-73.9659
116096,40.7591,-73.9922
74301,40.7419,-73.9949
45287,40.7278,-73.9871
120175,40.774,-73.9531
74309,40.7294,-73.8596
74308,40.7551,-73.9928
42941,40.7448,-73.9909
42947,40.7594,-73.9712
42945,40.8667,-73.9231
42948,40.7299,-73.9907
84638,40.7105,-73.9532
41419,40.749,-73.9797
84633,40.8304,-73.9435
84630,40.7402,-73.9796
84637,40.8629,-73.9288
84635,40.7623,-73.9639
83940,40.7383,-74.0015
83942,40.7621,-73.9637
83945,40.7429,-74.0028
83946,40.7338,-73.9865
70684,40.7693,-73.954
70687,40.7688,-73.9608
70680,40.7975,-73.9334
70683,40.7611,-73.9885
37096,40.7661,-73.9461
39703,40.796,-73.9742
39706,40.7813,-73.9525
39705,40.8687,-73.9175
71379,40.7661,-73.9461
103200,40.7252,-73.9408
71372,40.7621,-73.9956
112473,40.7745,-73.9897
12908,40.7399,-74.0036
76682,40.7685,-73.9542
12906,40.7878,-73.9494
12905,40.6098,-73.9684
12904,40.7252,-73.9947
12903,40.7631,-73.9581
76684,40.7645,-73.9877
12900,40.9028,-73.8684
7030,40.7087,-74.0058
7031,40.748,-73.9807
70978,40.7325,-73.9977
7033,40.7261,-73.987
7037,40.6822,-73.9947
7038,40.7301,-73.9935
70973,40.7127,-73.9951
70970,40.7441,-73.9964
70971,40.7612,-73.9623
123453,40.7716,-73.9506
71080,40.7947,-73.9666
71083,40.773,-73.9571
71085,40.7389,-73.9929
71084,40.7216,-73.9808
81226,40.6889,-73.923
80680,40.7575,-73.9626
37730,40.8619,-73.8625
37733,40.7198,-73.9898
91858,40.778,-73.9512
37734,40.7751,-73.9886
37737,40.7279,-73.9794
30709,40.7297,-73.9794
83364,40.7413,-73.9779
15489,40.7826,-73.9469
83361,40.7699,-73.9484
83360,40.7258,-73.9798
83363,40.8015,-73.9668
123180,40.7833,-73.9834
30701,40.8404,-73.9376
15482,40.7437,-73.9851
30703,40.6948,-73.9961
30702,40.7268,-74.0315
30705,40.7634,-73.9638
15486,40.7668,-73.9841
30707,40.7437,-73.9851
30706,40.7269,-73.9876
86700,40.7887,-73.971
86701,40.7466,-73.9788
86706,40.7506,-73.9844
7789,40.7775,-73.9784
7786,40.7704,-73.9557
7787,40.6092,-73.967
7784,40.7729,-73.9566
80689,40.7957,-73.9705
7780,40.7301,-73.9927
7781,40.7401,-73.9793
14684,40.7586,-73.9838
14682,40.74,-74.0038
14688,40.7465,-73.9771
47819,40.7585,-73.9913
103014,40.7104,-73.9486
47817,40.7839,-73.9488
47816,40.7807,-73.985
114982,40.7337,-73.9865
103010,40.7436,-73.9727
40459,40.7419,-73.9949
40451,40.7549,-73.9948
85934,40.7606,-73.9963
14538,40.7597,-73.9929
14535,40.7724,-73.9545
14536,40.8028,-73.9647
14530,40.7585,-73.9913
14532,40.7226,-73.9946
72853,40.743,-73.9805
76531,40.7637,-73.9847
76532,40.6455,-74.0204
76533,40.7627,-73.9611
38158,40.7486,-73.9903
38159,40.7815,-73.9471
72854,40.8177,-73.9409
38155,40.7454,-73.9776
38156,40.778,-73.9466
38157,40.7477,-73.9744
38150,40.7447,-73.8927
38151,40.7456,-73.9797
38153,40.7742,-73.9647
43228,40.7231,-74.0044
43229,40.7535,-73.9648
11333,40.7479,-73.9739
89104,40.7466,-73.9779
89103,40.7817,-73.9496
11336,40.8367,-73.9382
43220,40.7812,-73.9484
11338,40.7276,-74.0001
43224,40.781,-73.9528
43225,40.7731,-73.948
89109,40.6178,-74.0309
19102,40.7399,-74.0036
19103,40.7376,-73.976
19100,40.7513,-73.9721
19101,40.7162,-74.0155
19106,40.7704,-73.9566
19107,40.7814,-73.9515
19104,40.844,-73.9414
5718,40.7548,-73.9944
5716,40.7274,-73.9805
5715,40.7745,-73.9532
19109,40.724,-74.0035
5712,40.7028,-74.0127
5710,40.7488,-73.9868
88853,40.7386,-73.9819
103527,40.7821,-73.9464
88854,40.8251,-73.951
88855,40.7233,-73.9915
88858,40.7652,-73.9246
103331,40.7316,-73.9839
103337,40.7656,-73.9256
60309,40.8376,-73.9443
120378,40.7551,-73.9928
102496,40.7862,-73.944
47104,40.7301,-73.9927
47107,40.7041,-74.0149
47101,40.7476,-73.9742
11487,40.8404,-73.9376
11486,40.7568,-73.9941
